date,ETHA,ETHB,FETH,ETHW,TETH,ETHV,QETH,EZET,ETHE,ETH,Total
2024-09-16,4.2,0.0,0.0,-2.1,0.0,0.0,0.0,0.0,-13.8,2.3,-9.4
2024-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.9,2.8,-15.1
2024-09-18,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.7,0.0,-9.8
2024-09-19,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2
2024-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.9
2024-09-23,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,-80.6,0.0,-79.3
2024-09-24,59.3,0.0,0.0,0.0,0.0,1.9,1.3,0.0,0.0,0.0,62.5
2024-09-25,9.4,0.0,6.4,0.0,0.8,0.0,0.0,0.0,0.0,26.6,43.2
2024-09-26,15.3,0.0,15.9,1.0,0.7,1.0,2.0,0.0,-36.0,0.0,-0.1
2024-09-27,11.5,0.0,42.5,5.4,1.4,2.0,4.3,0.0,-10.7,2.3,58.7
2024-09-30,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.8,0.0,-0.8
2024-10-01,0.0,0.0,-25.0,-0.9,1.2,2.7,0.0,0.0,-26.6,0.0,-48.6
2024-10-02,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,-5.4,0.0,14.4
2024-10-03,12.1,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,-14.7,0.0,-3.2
2024-10-04,14.7,0.0,0.0,0.9,0.0,0.0,0.0,0.0,-8.2,0.0,7.4
2024-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-08,0.0,0.0,-3.6,-4.5,0.0,0.0,0.0,0.0,0.0,0.0,-8.1
2024-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,17.8,0.0,-3.5,-4.2,0.0,0.0,0.0,0.0,-10.3,3.3,3.1
2024-10-11,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,-8.7,0.0,-0.1
2024-10-14,14.3,0.0,1.3,0.0,0.4,0.0,1.0,0.0,0.0,0.0,17.0
2024-10-15,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,-15.3,0.0,-12.7
2024-10-16,11.9,0.0,8.5,0.0,0.0,3.8,0.0,0.0,0.0,0.0,24.2
2024-10-17,23.6,0.0,31.1,1.5,2.3,0.0,0.5,0.0,-15.7,5.1,48.4
2024-10-18,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9
2024-10-21,4.9,0.0,0.0,0.0,0.0,3.9,0.0,0.0,-29.6,0.0,-20.8
2024-10-22,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9
2024-10-23,0.0,0.0,6.2,0.0,1.6,0.0,1.0,0.0,-7.6,0.0,1.2
2024-10-24,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
2024-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.2,0.0,-19.2
2024-10-28,2.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-8.4,0.0,-1.1
2024-10-29,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,7.6
2024-10-30,0.0,0.0,5.3,-3.6,2.7,0.0,0.0,0.0,0.0,0.0,4.4
2024-10-31,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.6,0.0,13.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-11.4,0.0,-10.9
2024-11-04,11.0,0.0,-31.5,0.0,0.0,0.0,0.0,0.0,-10.8,-31.9,-63.2
2024-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-06,0.0,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,25.4,52.3
2024-11-07,23.7,0.0,28.9,6.6,0.0,12.7,2.3,0.0,0.0,5.5,79.7
2024-11-08,59.8,0.0,18.4,3.4,0.0,4.3,0.0,0.0,0.0,0.0,85.9
2024-11-11,101.1,0.0,115.5,15.6,0.0,0.0,0.0,0.0,0.0,63.3,295.5
2024-11-12,131.4,0.0,0.0,17.0,2.0,6.0,0.0,0.0,-33.2,12.7,135.9
2024-11-13,35.6,0.0,101.7,13.0,0.0,0.0,0.0,0.0,-5.6,2.2,146.9
2024-11-14,18.9,0.0,0.0,0.0,0.0,-1.1,0.9,0.0,-21.9,0.0,-3.2
2024-11-15,0.0,0.0,-18.4,0.0,0.0,-1.1,0.0,0.0,-40.3,0.0,-59.8
2024-11-18,-23.9,0.0,3.2,0.0,0.0,0.0,0.0,0.0,-13.3,-5.1,-39.1
2024-11-19,-14.2,0.0,-46.7,0.0,0.0,0.0,0.0,0.0,-20.4,0.0,-81.3
2024-11-20,16.7,0.0,-30.7,0.0,0.0,0.0,0.0,0.0,-16.3,0.0,-30.3
2024-11-21,0.0,0.0,16.8,2.9,0.0,2.5,0.0,0.0,-27.1,-4.1,-9.0
2024-11-22,99.7,0.0,5.8,5.0,0.0,0.0,0.0,0.0,-18.6,-0.6,91.3
2024-11-25,0.0,0.0,4.4,8.7,-1.2,2.6,0.0,0.0,-7.6,-4.0,2.9
2024-11-26,50.1,0.0,-1.7,0.0,-2.8,0.0,-1.2,0.0,-20.1,16.3,40.6
2024-11-27,0.0,0.0,38.0,1.6,0.0,13.2,0.0,0.0,0.0,37.3,90.1
2024-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-29,250.4,0.0,79.1,0.0,0.0,0.0,0.0,0.0,0.0,3.4,332.9
2024-12-02,55.9,0.0,19.9,0.0,0.0,0.0,-7.2,0.0,-44.4,0.0,24.2
2024-12-03,65.3,0.0,73.7,0.0,0.0,0.0,0.0,0.0,-6.4,0.0,132.6
2024-12-04,124.4,0.0,40.7,0.0,0.0,0.0,0.0,0.0,-6.2,8.8,167.7
2024-12-05,292.7,0.0,113.6,6.6,0.0,0.0,0.0,0.0,-15.1,30.7,428.5
2024-12-06,34.6,0.0,47.9,13.4,-6.9,1.5,0.0,0.0,-29.6,22.9,83.8
2024-12-09,155.4,0.0,30.1,-13.0,-4.1,0.0,0.0,0.0,-27.4,8.8,149.8
2024-12-10,81.7,0.0,202.2,0.0,0.0,0.0,0.0,0.0,-4.0,25.8,305.7
2024-12-11,74.2,0.0,0.0,8.2,0.0,5.6,0.0,2.9,-2.3,13.4,102.0
2024-12-12,202.3,0.0,19.4,0.0,1.6,0.0,0.0,0.0,-22.8,73.2,273.7
2024-12-13,9.5,0.0,6.9,0.0,0.0,0.0,0.0,0.0,7.2,0.0,23.6
2024-12-16,30.7,0.0,4.1,8.7,0.0,0.0,0.0,0.0,0.0,7.6,51.1
2024-12-17,134.8,0.0,3.9,0.0,0.0,0.0,0.0,1.5,0.0,4.5,144.7
2024-12-18,81.9,0.0,0.0,-14.6,0.0,0.0,0.0,0.0,-49.2,-15.6,2.5
2024-12-19,0.0,0.0,5.1,-6.8,0.0,4.9,-2.4,0.0,-58.1,-3.2,-60.5
2024-12-20,-103.7,0.0,13.0,0.0,0.0,0.0,0.0,0.0,7.5,8.1,-75.1
2024-12-23,89.5,0.0,46.4,1.0,0.0,0.0,0.0,0.0,0.0,-6.1,130.8
2024-12-24,43.9,0.0,3.5,6.2,0.0,0.0,0.0,0.0,0.0,0.0,53.6
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-26,28.2,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,117.2
2024-12-27,20.2,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7
2024-12-30,0.0,0.0,-20.4,0.0,0.0,0.0,0.0,-3.9,-17.4,-13.8,-55.5
2024-12-31,0.0,0.0,31.8,0.0,0.0,0.0,0.0,0.0,-5.6,9.8,36.0
